People,Date
15,2023-03-13 14:38:20.585020
13,2023-03-13 14:38:33.683483
15,2023-03-13 14:38:46.710840
12,2023-03-13 14:38:59.792676
11,2023-03-13 14:39:12.651579
13,2023-03-13 14:39:25.733750
9,2023-03-13 14:39:27.087591
7,2023-03-13 15:19:28.029825
12,2023-03-13 15:19:40.982077
15,2023-03-13 15:19:54.223955
12,2023-03-13 15:20:07.321034
13,2023-03-13 15:20:20.592749
18,2023-03-13 15:20:33.837808
10,2023-03-13 15:20:46.930730
15,2023-03-13 15:21:00.101837
17,2023-03-13 15:21:13.348073
14,2023-03-13 15:21:26.539980
10,2023-03-13 15:21:29.203963
12,2023-03-13 16:01:13.185621
15,2023-03-13 16:01:26.395695
15,2023-03-13 16:01:39.519984
16,2023-03-13 16:01:52.744117
20,2023-03-13 16:02:06.112452
23,2023-03-13 16:02:19.547971
20,2023-03-13 16:02:32.903171
22,2023-03-13 16:02:46.304523
19,2023-03-13 16:02:59.538355
13,2023-03-13 16:03:02.217215
21,2023-03-13 16:43:31.094317
14,2023-03-13 16:43:44.192371
15,2023-03-13 16:43:57.315566
16,2023-03-13 16:44:10.573492
22,2023-03-13 16:44:24.076655
17,2023-03-13 16:44:37.322767
22,2023-03-13 16:44:50.515432
20,2023-03-13 16:45:03.791678
19,2023-03-13 16:45:16.975640
18,2023-03-13 16:45:30.363297
19,2023-03-13 16:45:38.332384
0,2023-03-14 06:12:29.971042
1,2023-03-14 06:12:42.689575
0,2023-03-14 06:12:55.379032
0,2023-03-14 06:13:08.101127
0,2023-03-14 06:13:20.848862
0,2023-03-14 06:13:33.536252
0,2023-03-14 06:13:46.244711
0,2023-03-14 06:13:58.931780
2,2023-03-14 06:14:11.659662
2,2023-03-14 06:14:24.370774
0,2023-03-14 06:14:24.370774
1,2023-03-14 06:54:30.716622
1,2023-03-14 06:54:43.534417
1,2023-03-14 06:54:56.393636
1,2023-03-14 06:55:09.276988
1,2023-03-14 06:55:22.060366
1,2023-03-14 06:55:34.875147
1,2023-03-14 06:55:47.738851
3,2023-03-14 06:56:00.650861
1,2023-03-14 06:56:13.516842
1,2023-03-14 06:56:26.366605
0,2023-03-14 06:56:28.880247
1,2023-03-14 07:36:28.875944
1,2023-03-14 07:36:41.768050
2,2023-03-14 07:36:54.635296
2,2023-03-14 07:37:07.549712
3,2023-03-14 07:37:20.447779
3,2023-03-14 07:37:33.363402
2,2023-03-14 07:37:46.246756
5,2023-03-14 07:37:59.160681
8,2023-03-14 07:38:12.099816
6,2023-03-14 07:38:25.016390
1,2023-03-14 07:38:26.338621
5,2023-03-14 08:18:30.700615
5,2023-03-14 08:18:43.549928
6,2023-03-14 08:18:56.545087
4,2023-03-14 08:19:09.367928
4,2023-03-14 08:19:22.158424
7,2023-03-14 08:19:34.857397
6,2023-03-14 08:19:47.570022
9,2023-03-14 08:20:00.298198
8,2023-03-14 08:20:13.072679
8,2023-03-14 08:20:25.781389
8,2023-03-14 08:20:28.365363
12,2023-03-14 08:56:54.347144
13,2023-03-14 08:57:07.503299
10,2023-03-14 08:57:20.546862
10,2023-03-14 08:57:33.590071
11,2023-03-14 08:57:46.692010
11,2023-03-14 08:57:55.805352
13,2023-03-14 09:38:32.574747
11,2023-03-14 09:38:45.689998
12,2023-03-14 09:38:58.785216
12,2023-03-14 09:39:11.893090
10,2023-03-14 09:39:25.049866
14,2023-03-14 09:39:38.338369
13,2023-03-14 09:39:51.552918
9,2023-03-14 09:40:04.706823
10,2023-03-14 09:40:17.819722
16,2023-03-14 09:40:31.169557
15,2023-03-14 09:40:40.472678
17,2023-03-14 10:20:28.627733
16,2023-03-14 10:20:41.833581
14,2023-03-14 10:20:55.001926
20,2023-03-14 10:21:08.205743
17,2023-03-14 10:21:21.514731
20,2023-03-14 10:21:34.799978
19,2023-03-14 10:21:48.114021
21,2023-03-14 10:22:01.489023
15,2023-03-14 10:22:14.630850
18,2023-03-14 10:22:27.901852
0,2023-03-14 10:22:27.902852
18,2023-03-14 11:08:37.969065
17,2023-03-14 11:08:51.223924
19,2023-03-14 11:09:04.587810
12,2023-03-14 11:09:17.771286
17,2023-03-14 11:09:31.118437
13,2023-03-14 11:09:44.336888
18,2023-03-14 11:09:57.743283
17,2023-03-14 11:10:11.093052
17,2023-03-14 11:10:24.433406
19,2023-03-14 11:10:37.869609
19,2023-03-14 11:10:51.253485
17,2023-03-14 11:11:04.583880
17,2023-03-14 11:11:17.912025
18,2023-03-14 11:11:31.239228
18,2023-03-14 11:11:44.588365
13,2023-03-14 11:11:57.806290
15,2023-03-14 11:12:05.833137
16,2023-03-14 11:52:29.309687
19,2023-03-14 11:52:42.602584
19,2023-03-14 11:52:55.960372
20,2023-03-14 11:53:09.340444
23,2023-03-14 11:53:22.788801
22,2023-03-14 11:53:36.215434
16,2023-03-14 11:53:49.428612
15,2023-03-14 11:54:02.675688
15,2023-03-14 11:54:15.888669
18,2023-03-14 11:54:29.188160
12,2023-03-14 11:54:35.717414
11,2023-03-14 12:34:31.900675
17,2023-03-14 12:34:45.143809
11,2023-03-14 12:34:58.289739
12,2023-03-14 12:35:11.476852
16,2023-03-14 12:35:24.663594
18,2023-03-14 12:35:37.955719
13,2023-03-14 12:35:51.053976
18,2023-03-14 12:36:04.381196
13,2023-03-14 12:36:17.524192
12,2023-03-14 12:36:30.662401
0,2023-03-14 12:36:30.662401
11,2023-03-14 13:16:29.534731
13,2023-03-14 13:16:42.737349
12,2023-03-14 13:16:55.954737
10,2023-03-14 13:17:09.122195
10,2023-03-14 13:17:22.207580
11,2023-03-14 13:17:35.296388
14,2023-03-14 13:17:48.558977
11,2023-03-14 13:18:01.668920
12,2023-03-14 13:18:14.762591
13,2023-03-14 13:18:27.973261
11,2023-03-14 13:18:29.313217
11,2023-03-14 13:58:28.583230
8,2023-03-14 13:58:41.551516
11,2023-03-14 13:58:54.649981
18,2023-03-14 13:59:07.920475
16,2023-03-14 13:59:21.194301
13,2023-03-14 13:59:34.367136
9,2023-03-14 13:59:47.420850
10,2023-03-14 14:00:00.550704
13,2023-03-14 14:00:13.705340
13,2023-03-14 14:00:26.852119
13,2023-03-14 14:00:28.150307
17,2023-03-14 14:35:23.674791
14,2023-03-14 14:35:36.695308
10,2023-03-14 14:35:49.779289
5,2023-03-14 14:35:51.094061
10,2023-03-14 15:16:30.567328
15,2023-03-14 15:16:43.790689
8,2023-03-14 15:16:56.844167
16,2023-03-14 15:17:10.088841
14,2023-03-14 15:17:23.237379
17,2023-03-14 15:17:36.457451
15,2023-03-14 15:17:49.707011
10,2023-03-14 15:18:02.813020
11,2023-03-14 15:18:15.848813
13,2023-03-14 15:18:28.973203
11,2023-03-14 15:18:38.186968
22,2023-03-14 15:58:29.294908
21,2023-03-14 15:58:42.706964
16,2023-03-14 15:58:55.901684
16,2023-03-14 15:59:09.121259
17,2023-03-14 15:59:22.473224
14,2023-03-14 15:59:35.778308
23,2023-03-14 15:59:49.269375
17,2023-03-14 16:00:02.652594
21,2023-03-14 16:00:16.085220
16,2023-03-14 16:00:29.327142
0,2023-03-14 16:00:29.327142
12,2023-03-14 16:31:44.040588
